crop,temperature,humidity,rainfall,wind_speed,month,pest_name,severity
rice,34.59584423536701,95.82142556659517,244.44704884474112,28.59729011401893,2,Brown Plant Hopper,high
rice,26.559438498990307,91.88776804098967,205.14982054212163,18.640419732898373,5,Brown Plant Hopper,high
rice,35.48203198424823,92.97369131521117,194.05074968280996,10.364727992709353,2,Brown Plant Hopper,high
rice,22.302180517718543,96.46513302821988,202.18473445567048,11.517363205897578,7,Brown Plant Hopper,high
rice,28.745489036844965,96.63354293358276,261.7971541749659,25.087023259621215,9,Brown Plant Hopper,high
rice,33.83632985212667,85.89508488058316,257.9083493816809,19.513600308597745,7,Brown Plant Hopper,high
rice,33.21212629011699,100.0,260.98384173533094,7.578096720898316,1,Brown Plant Hopper,high
rice,25.430088443758844,85.72310730613158,162.94128012098042,28.92002212816141,4,Brown Plant Hopper,high
rice,32.70242597035904,87.26060894299033,197.06581424653788,21.81296140192596,4,Brown Plant Hopper,high
rice,33.77676769235561,99.36652573861171,297.7598228620343,22.645787096967364,12,Brown Plant Hopper,high
rice,35.23088660108683,96.90599395557938,214.21488586448663,10.564410439275763,9,Brown Plant Hopper,high
rice,32.27652398166692,82.39290409377674,290.7555150676897,25.319989181437563,7,Brown Plant Hopper,high
rice,32.0450830894756,92.91223104142152,265.50480163055624,18.960106243395124,11,Brown Plant Hopper,high
rice,26.03857395360868,79.44630756177095,218.73110161226683,24.17987132771429,9,Brown Plant Hopper,high
rice,33.38540047832912,92.0015524639644,214.5574254670757,7.072283042333856,1,Brown Plant Hopper,high
rice,27.375263714232283,100.0,163.43762164894767,18.07744610425372,9,Brown Plant Hopper,high
rice,27.276792221742056,90.20014295443725,283.7796513653268,28.967560185196156,8,Brown Plant Hopper,high
rice,28.328862079531724,81.18130967848096,240.2650014757586,11.648448124105974,5,Brown Plant Hopper,high
rice,33.62710733779615,100.0,205.8099966390286,25.344875492673715,12,Brown Plant Hopper,high
rice,27.46399892683627,93.56993214737717,281.71782893778476,15.281377914634227,6,Brown Plant Hopper,high
rice,33.4847031481395,100.0,201.64689915181995,29.24785994536508,11,Brown Plant Hopper,high
rice,31.128180876209758,89.23379842468135,263.31876009951156,23.153021101796202,10,Brown Plant Hopper,high
rice,35.11158516998497,81.74410074671617,292.39575666370183,20.154365861272,1,Brown Plant Hopper,high
rice,28.648778502587323,86.10418230968811,258.49173921653255,18.004087527799832,12,Brown Plant Hopper,high
rice,33.39520662071634,97.66969947441537,225.77665575581574,24.61670659860774,2,Brown Plant Hopper,high
rice,33.517378268154104,100.0,245.3299400126776,7.275052276283257,2,Brown Plant Hopper,high
rice,32.58746015372398,88.81964629506797,249.98523323850168,26.55909271866863,5,Brown Plant Hopper,high
rice,35.38903062318897,94.9462069314844,160.5756020205722,13.685335205635356,11,Brown Plant Hopper,high
rice,29.83382264615793,80.3066167011716,247.87562852216917,15.007512222757034,8,Brown Plant Hopper,high
rice,25.29577932283925,100.0,227.66564842911356,10.596226647658014,5,Brown Plant Hopper,high
rice,27.395270581799448,85.2507157007755,175.773846148772,14.106746526201887,10,Brown Plant Hopper,high
rice,30.504497270308484,98.11351221433821,287.56921983131787,25.155031994826533,1,Brown Plant Hopper,high
rice,30.53084162348786,100.0,185.7625075244058,23.99888522343964,8,Brown Plant Hopper,high
rice,33.00559855472873,94.53527777123267,256.59359263216265,7.621729163312023,7,Brown Plant Hopper,high
rice,25.454658454270913,77.21763605671475,195.8527360961221,7.99405329548128,1,Brown Plant Hopper,high
rice,24.075905864238237,91.80335480214005,229.75138309417807,18.943556648760936,8,Brown Plant Hopper,high
rice,30.427875941563865,79.924751295757,239.9735875449185,19.269457616722796,8,Brown Plant Hopper,high
rice,30.975633296419,79.56793309797939,182.7687248620999,26.270437945903655,8,Brown Plant Hopper,high
rice,29.411753410643136,74.0963963482462,300.7800035440668,7.800972554201309,2,Brown Plant Hopper,high
rice,30.74240306544989,95.812155528378,274.55912180394427,16.9154871031603,12,Brown Plant Hopper,high
rice,30.617001272244707,96.63080247963933,263.63019580396144,18.246000579527916,1,Brown Plant Hopper,high
rice,32.38338534197107,78.10269411867718,218.91183473921183,13.415106954848014,10,Brown Plant Hopper,high
rice,30.58082852201436,92.85828780037849,158.11712633183336,8.47061933605051,9,Brown Plant Hopper,high
rice,31.155600433994397,95.53836251815261,203.17888640340115,9.530826654141503,3,Brown Plant Hopper,high
rice,34.44328207418841,96.02768169168208,273.4123252711898,25.628316917319932,5,Brown Plant Hopper,high
rice,33.72529691610664,93.40281207840636,287.586150732786,15.97837271425546,3,Brown Plant Hopper,high
rice,30.424864695775273,96.78976986515374,195.4067639861964,14.787052755037548,2,Brown Plant Hopper,high
rice,30.906757727357018,84.65055639582818,283.581887313122,8.481801816584682,1,Brown Plant Hopper,high
rice,32.62211900617707,96.41566658925571,198.77741296272876,11.212228495361643,7,Brown Plant Hopper,high
rice,27.748690106904203,87.15215689136188,263.63046991975085,14.470539138922893,8,Brown Plant Hopper,high
rice,29.144895960840877,86.98990860493714,226.22426120359884,24.29704951495613,11,Brown Plant Hopper,high
rice,32.238346135300375,90.66636861581325,192.96079778106653,16.550145091103317,11,Brown Plant Hopper,high
rice,29.525602654139167,99.06185257918642,153.3626334830022,26.803097723603788,12,Brown Plant Hopper,high
rice,24.816831031641367,85.28397829182465,158.46106540143072,9.658021987353017,7,Brown Plant Hopper,high
rice,33.217640340311235,100.0,212.47016891605853,6.369040970550783,9,Brown Plant Hopper,high
rice,28.006435804180988,86.24186186438607,204.39693775118602,27.96136812348253,11,Brown Plant Hopper,high
rice,19.759195412870184,99.6700535731761,167.17817609833205,5.846979006164875,1,Brown Plant Hopper,high
rice,32.32185118105702,83.64158422040995,248.18616234973243,7.1337417019660965,8,Brown Plant Hopper,high
rice,27.808898285829088,91.9494882221397,181.36521352878785,27.451357236017845,1,Brown Plant Hopper,high
rice,6.27923837468332,52.48602505989993,169.45233997878492,6.64271598570881,3,None,low
rice,20.86510921618097,57.195124239482205,132.22882408146845,15.01907652188315,6,None,low
rice,31.787469837318422,19.268333139818395,100.30884339314466,6.88758409509723,3,None,low
rice,18.065826069791353,34.367020582919835,193.19986297170473,15.21835427745241,7,None,low
rice,39.26260024655864,85.58099735109136,260.0981280034571,15.199612384121117,9,None,low
rice,12.769025667653231,30.796731692926425,201.56782307961853,5.492763443859104,6,None,low
rice,16.874493606366684,61.24991659871503,266.2381447540509,18.91803961958415,8,None,low
rice,8.48044874657708,31.88549718995087,216.68007955669773,26.392411702657142,11,None,low
rice,38.692726149420615,94.9968753019546,42.32455463331407,15.15980770683805,7,None,low
rice,36.37175364823919,11.170173115966243,25.652559256340425,10.197156378650682,3,None,low
rice,9.297191138194798,88.87996682877645,192.87766908427596,22.598653378462735,1,None,low
rice,33.61052466084543,40.76356165280884,77.82703002938774,14.492310204181672,7,None,low
rice,6.197983878718519,84.75890559087247,103.55764346438268,24.345863080033507,9,None,low
rice,20.264428519736086,36.50191835877259,284.535992088647,24.09014485399402,8,None,low
rice,8.998327407213889,60.919895796990446,295.6101936725204,16.77663631734536,1,None,low
rice,21.967242850262117,56.12118902937294,222.50608326859967,22.47114632902261,9,None,low
rice,14.02606899016208,22.54204666655417,250.47907103978974,29.610054517588804,10,None,low
rice,36.5200305432735,72.2099671848689,204.95515693364442,25.564596897791848,5,None,low
rice,33.526904994085996,54.82816781599052,20.152619974713026,15.131202200692218,6,None,low
rice,34.04096312975206,28.577914458454288,3.2987485975441433,8.422140751720182,9,None,low
rice,14.327443767980878,75.89661206131561,75.21919816847932,20.82745158393619,5,None,low
rice,11.137994751820735,92.29707513324638,125.63115746762193,14.578463206237437,10,None,low
rice,19.771262084274056,41.84842389051245,287.58815319396615,9.60927301697408,5,None,low
rice,26.110323831323587,32.081419871318886,116.78868421259297,12.217343419267497,4,None,low
rice,30.16660668144859,36.74095440608575,169.92139208906914,16.90126005497749,8,None,low
rice,37.78904087636653,75.93148874892253,64.48211357722703,5.7795783765321165,4,None,low
rice,10.670485726205461,85.73766942790391,253.92235479436718,28.880907818086975,11,None,low
rice,16.698536178593628,79.38209833712398,31.97947594013154,6.878444543395219,1,None,low
rice,19.44777427123633,73.44329947200578,179.48581748044637,16.492037819028276,3,None,low
rice,14.525079803048694,63.12076001821784,108.29216908200804,7.289551833165854,11,None,low
rice,38.67345750174412,81.10122029126705,207.16806973369216,18.032516685339235,12,None,low
rice,23.966533158242534,88.56512522887675,219.66746592286836,25.164028696536242,7,None,low
rice,27.320516684552242,88.10132168964917,123.84996775903838,21.74793661375098,10,Stem Borer,high
rice,26.12674543870532,86.23408099837116,114.92972729018872,8.013064469661611,7,Stem Borer,high
rice,22.894379766012197,89.28535511190414,143.80987692733493,5.9251908678873155,8,Stem Borer,high
rice,21.267998916442284,73.07773903044671,101.39750435544725,23.119169288219037,12,Stem Borer,high
rice,26.075119744934884,87.39887686594338,118.41363928396922,26.916634446561236,2,Stem Borer,high
rice,21.703093348837008,89.54217624863493,136.1499125697753,29.948352763333435,4,Stem Borer,high
rice,25.72224764624105,73.48262658917,106.54853023568097,18.062979790863075,1,Stem Borer,high
rice,21.0587015983986,68.17613072952506,96.14830869949832,10.840193776247748,9,Stem Borer,high
rice,22.282517220335066,69.83927941064769,143.7063395488629,19.713855724331133,7,Stem Borer,high
rice,30.394897739701978,95.82380871204677,88.37289165871194,29.779215653424412,11,Stem Borer,high
rice,23.06304696231614,88.4047684794084,87.78265571197416,5.91829843566534,10,Stem Borer,high
rice,26.793564801110392,81.26401792730417,125.86771179501807,8.847397658496376,3,Stem Borer,high
rice,22.650251760069207,77.31156635184236,117.54209109622485,27.21870199672443,9,Stem Borer,high
rice,27.74653221359811,72.22865135583142,130.46132107495526,12.03477401443817,12,Stem Borer,high
rice,25.4950868432415,77.06546332735944,89.14704026776805,6.903271487257505,1,Stem Borer,high
rice,18.49351667072416,90.380609688001,120.17179868320868,21.552800252664117,8,Stem Borer,high
rice,26.82517601060984,84.87064415977738,130.1940393320766,22.43678654173209,10,Stem Borer,high
rice,22.072889000500435,84.5643732243973,146.49869795439034,16.63675021924959,7,Stem Borer,high
rice,18.96765345877005,90.09069932319768,87.91494713680243,11.467208267447699,2,Stem Borer,high
rice,23.55659949765265,82.4124646628006,98.63603141512515,20.85014257749028,8,Stem Borer,high
rice,27.404917065667966,68.35725967362556,108.50115140337167,9.487433085595836,5,Stem Borer,high
rice,23.23987413658422,87.40526890107743,102.03789965076868,22.70430221613204,6,Stem Borer,high
rice,25.694876786246343,71.36917806252951,149.7710359623159,19.859896480713633,12,Stem Borer,high
rice,18.76612061166124,70.04935580958296,123.75231804341801,22.08238441516263,10,Stem Borer,high
rice,22.94598165515165,71.89978380173186,146.2879828831313,12.459360774749815,2,Stem Borer,high
rice,27.943587539621255,75.89359439362993,141.23174476711674,29.113011806755214,3,Stem Borer,high
rice,22.650979990775703,88.61200242155076,89.83912529142381,26.608956245990925,11,Stem Borer,high
rice,32.56946348729374,74.73868635319553,136.24829522085255,26.119580702922192,4,Stem Borer,high
rice,18.878672501056254,91.04839156380278,146.91765972565207,5.030795879160647,7,Stem Borer,high
rice,18.56930857998893,79.63649215440937,112.83112892971795,6.605223426878352,6,Stem Borer,high
rice,20.352401644971934,95.58301067341921,100.2847581569569,14.888627096999217,6,Stem Borer,high
rice,22.14650526337402,85.01603189581034,85.16767859404419,17.012673681445726,8,Stem Borer,high
rice,21.784744898199417,67.63196927255672,110.71746879952111,24.3951183948239,2,Stem Borer,high
rice,20.97163066724078,79.61270072013245,78.91429637540666,6.964462428875518,6,Stem Borer,high
rice,25.059552761608863,72.48124216136058,127.97982197295178,20.415114546561853,9,Stem Borer,high
rice,28.851197693015664,90.10496213500491,106.93737248640628,25.370627843662806,7,Stem Borer,high
rice,30.919971000641432,89.19336880865242,122.09150970852475,19.83196620775447,12,Stem Borer,high
rice,20.674855912744192,84.34094259123356,132.63240431224244,21.467694387521902,3,Stem Borer,high
rice,22.628707661387097,73.87330290529746,78.85836337024453,15.459994716691318,1,Stem Borer,high
rice,27.456175429909525,73.20858875956657,141.75111904653724,20.719120455148627,12,Stem Borer,high
rice,24.15929126696597,81.91360329162828,136.16144039621605,27.517546600281463,6,Stem Borer,high
rice,26.473076449319674,87.1780340604717,100.05410233799013,16.645320175506214,5,Stem Borer,high
rice,28.134381235135756,86.1238195700674,94.19681825894666,17.30694641120087,6,Stem Borer,high
rice,28.124519054738133,72.2028257731107,122.68255874471842,9.088096814625569,11,Stem Borer,high
rice,25.2154989162511,69.29482138446794,113.096595165441,10.925696427708404,11,Stem Borer,high
rice,31.92910499180778,77.06657783038106,117.09640199513807,8.643914206118792,5,Stem Borer,high
rice,25.48866230714492,75.89150338435948,90.12516988409533,26.10426122422993,12,Stem Borer,high
rice,28.617182432247535,92.03633437017446,93.9321020907214,29.66732450892904,9,Stem Borer,high
rice,25.04986333447082,85.57263575696169,99.18710966733856,8.708580024052221,5,Stem Borer,high
rice,24.81755432098256,83.92261543794616,99.79629296606561,18.04325116590533,7,Stem Borer,high
rice,28.885008208936075,70.91735126108237,124.02142552926519,26.703556359437634,6,Stem Borer,high
rice,26.38112795501789,83.07776159054613,82.20902972778305,11.103682260559356,10,Stem Borer,high
rice,27.79120818956759,88.82146951776458,122.88357003132096,21.47213675581643,5,Stem Borer,high
rice,28.006531091793804,78.57362602531617,120.14673763336086,12.952788840452987,1,Stem Borer,high
rice,24.711794038129252,82.60608748243921,130.4706614711396,13.175829039080968,6,Stem Borer,high
rice,26.30989780069659,86.93490554130507,144.5874221759098,14.391806297043162,6,Stem Borer,high
rice,28.70926699238978,77.81052819546824,123.81489710573777,19.91213687463554,1,Stem Borer,high
rice,20.130233238112673,66.72788097514598,126.54071492040161,23.98360819807165,9,Stem Borer,high
rice,23.916142046337143,82.96198863064076,76.01122348119075,14.970569522422512,5,Stem Borer,high
rice,19.39510488345529,82.60123235800462,121.35274771713088,22.88727267748186,11,Stem Borer,high
rice,21.700183006337145,75.7132202034341,141.1225951914081,17.146793979658142,5,Stem Borer,high
rice,22.287378865885678,76.68548175198616,108.75155037264324,20.25834458277296,2,Stem Borer,high
rice,21.881773369247398,87.3778122435333,133.07850081426736,24.83518145369593,10,Stem Borer,high
rice,27.386506087423577,79.92155966211246,76.47674061828731,5.06460037112456,6,Stem Borer,high
rice,27.62400497250283,75.4444734471452,128.515767860888,27.50057808495028,1,Stem Borer,high
rice,21.7668975510221,88.0192151593143,106.85943699796577,21.68874748228676,2,Stem Borer,high
rice,27.176960868391458,69.67716300334948,96.0651957051012,18.38395254606652,6,Stem Borer,high
rice,22.422927671383224,85.73106735925005,107.28891173607504,14.772649897637868,9,Stem Borer,high
rice,23.36031945265223,83.48134271484449,133.0767589919987,11.854016663995147,4,Stem Borer,high
rice,24.11337574222138,86.13877475143643,90.79216450242482,13.874907645798432,4,Stem Borer,high
rice,25.41086596562974,74.29485603749482,127.96823208427247,22.003298277586286,12,Stem Borer,high
rice,20.13010558956015,78.74503196349458,140.87824990432105,16.630140307092955,8,Stem Borer,high
rice,28.427170527951546,75.49277772031445,114.90915291881987,5.030916993985236,12,Stem Borer,high
rice,29.21217582096827,76.75813415277953,146.78062110883485,5.500658898145612,4,Stem Borer,high
rice,31.69620507920132,80.84431028636057,124.61124374264334,8.192837090880872,12,Stem Borer,high
rice,27.202047948298855,81.81692557333568,79.4788275056798,28.42394557577657,9,Stem Borer,high
rice,23.995788419339707,91.28732360260335,143.37862113776401,19.364684557944166,12,Stem Borer,high
rice,27.453234331574645,72.85444866837483,147.2897161673388,26.70141725268626,6,Stem Borer,high
rice,22.569014687702843,74.88335315424722,79.43201685084851,28.93307219736468,2,Stem Borer,high
rice,25.322161907006638,86.37453039645179,126.52653713856985,24.120245022574885,4,Stem Borer,high
rice,22.89543343848368,76.43501433276663,85.05531128147008,29.1455540288305,12,Stem Borer,high
rice,24.177546839566055,77.30483107534862,124.13740424970636,10.40095456273999,2,Stem Borer,high
rice,26.075125182121116,75.63545432065938,150.38397948789424,29.59197313158534,3,Stem Borer,high
rice,21.032475643263904,69.3652171320359,96.71595028356084,22.290451389232985,1,Stem Borer,high
rice,22.02562402872898,85.21522247361027,111.67303827382432,27.165105381011667,3,Stem Borer,high
rice,23.259672534108837,79.9069832351929,137.64711835640702,5.27578161071618,2,Stem Borer,high
rice,24.076919315643096,80.49086806195902,129.95592463741826,13.087509872786844,10,Stem Borer,high
rice,20.024820755353424,86.5351563990745,118.20246924238039,16.359433363999024,4,Stem Borer,high
rice,21.880999566336225,84.69571295356401,141.80753151817237,14.809843038211863,10,Stem Borer,high
rice,29.562951556066672,87.09947551409881,133.36895286303832,15.940078101384799,1,Stem Borer,high
rice,32.72333222079023,81.36993367510564,149.16694829645152,6.6663010140172485,8,Stem Borer,high
rice,31.947616798014703,72.02352319682518,84.64424751930368,5.950546205936373,7,Stem Borer,high
rice,25.55824841420353,79.82714560029426,107.88055297868686,9.629889196686698,11,Stem Borer,high
rice,26.436938986675734,78.59844244115416,115.3023778037172,27.472520600155885,8,Stem Borer,high
rice,24.84861014489765,78.61774619977756,95.13801998040374,21.097606338528266,10,Stem Borer,high
rice,25.895012964560554,85.57323065964297,111.35099618498738,7.848915867857929,5,Stem Borer,high
rice,33.930238699544844,74.39684744362317,84.21126605080893,7.375292474807616,8,Stem Borer,high
rice,22.504164567510347,80.52642751249083,97.58698645440923,8.037534407522951,3,Stem Borer,high
rice,26.188142642085037,89.05793944019524,144.48371326223238,16.5134874318535,8,Stem Borer,high
rice,25.854628347670623,84.53066044400099,94.85622050033457,18.48890551238763,2,Stem Borer,high
rice,8.778030012626253,71.6768214504286,27.561266313013412,29.128243553174915,3,None,low
rice,10.273663769845708,40.814527243019185,124.02493478857843,23.954625276913433,1,None,low
rice,22.7926191420698,36.77936061869385,169.50659785770483,22.222132551252265,7,None,low
rice,10.629686088521117,60.223809263407034,243.52566505971296,23.54280153782325,3,None,low
rice,39.71334829722772,18.92602896284943,120.44829475838648,25.00177421747899,11,None,low
rice,15.882512550264396,76.81132455152583,244.53551534411037,20.37445600852831,2,None,low
rice,17.43845990400088,80.54126060368574,166.267954239605,5.130740338572818,10,None,low
rice,34.39873930987639,84.9412422412339,3.3094842787397383,23.738637111722205,5,None,low
rice,17.877926295572955,39.42384547042712,44.666415099733406,12.640105387255371,8,None,low
rice,22.57175747209565,21.224265122025145,115.61276491420854,21.084129497794606,10,None,low
rice,36.01685231627761,63.37399007681057,117.4577094533488,15.315546021215594,8,None,low
rice,11.243040450756544,12.616424230955836,50.065535356461275,9.53298199813763,4,None,low
rice,19.08144936402946,88.6836223549214,153.03291374964755,23.085119140307157,5,None,low
rice,25.299432559984595,60.533612916357136,168.19802832485126,20.08719166491137,2,None,low
rice,25.977913798202685,64.1931079647233,6.879843380412609,13.052700105729638,3,None,low
rice,7.049282523539272,40.08144868264547,235.46909313344025,22.692023368522893,4,None,low
rice,23.104416975456328,49.61790981599415,44.23575801188518,13.20481884023279,7,None,low
rice,13.255015970029048,43.427980168574116,18.76266806921053,25.034172895487977,11,None,low
rice,30.676554051480935,36.949915944269804,52.04402227978717,20.938831611755745,4,None,low
rice,32.49780663280812,20.65025718310486,122.97146690888647,25.99505714089043,11,None,low
rice,30.899523533996412,95.52814776375325,60.88091027247066,19.13874912303601,10,None,low
rice,16.707895105967623,12.35770376788583,7.257529167406574,25.792426091894338,6,None,low
rice,23.13275681835854,36.88530162298957,282.20377353460213,11.482418971644343,10,None,low
rice,35.545558766961065,85.77402101126278,55.83042535388319,25.06608274489276,10,None,low
rice,37.80736529755526,73.54171068976221,189.3511937870119,6.246050694573539,7,None,low
rice,22.37614033243549,49.31656323536616,218.85246859571902,24.137822474777742,6,None,low
rice,12.882829579397141,21.821446733041604,119.65080891111883,28.06557645219474,9,None,low
rice,38.48151173792103,16.206221472077907,17.116416345376294,12.054676867330004,12,None,low
rice,14.650194858344328,34.80511048110509,236.13798078048123,29.3708663195278,6,None,low
rice,10.473363154120678,86.77806610632854,13.950175932019649,20.492486004985395,11,None,low
rice,9.87358798911583,57.91786140476954,123.32868078021197,13.683583156471068,2,None,low
rice,30.198269245081967,93.0569737450421,109.97814827540333,20.610636161793202,5,Leaf Folder,medium
rice,35.92372960023891,76.79940269699689,122.40839540695322,16.598312167208405,9,Leaf Folder,medium
rice,32.82412375469107,88.18254387667933,123.21772630176827,24.792499711333793,1,Leaf Folder,medium
rice,25.86708645846178,73.41808987897875,76.99746539395628,28.642453675007058,9,Leaf Folder,medium
rice,26.964358502207407,84.99027722888927,118.28419939686043,25.160090430820986,10,Leaf Folder,medium
rice,33.324612297277014,84.48039522214859,140.86683225198033,18.621193977112892,4,Leaf Folder,medium
rice,29.675258991766025,92.84158281710972,139.76836282558406,16.280983604524703,10,Leaf Folder,medium
rice,33.53012607185338,83.4963407600191,104.63076870033163,12.060772467162792,10,Leaf Folder,medium
rice,30.575630897074277,89.18669006171896,107.19575257821819,12.178448952114389,12,Leaf Folder,medium
rice,29.69826289125944,83.67779634524896,86.80614015484727,27.423948260588357,2,Leaf Folder,medium
rice,28.544695155609034,83.30431615083617,138.67481379982058,29.58803681788055,1,Leaf Folder,medium
rice,31.947977269919388,79.73590647614775,133.45362288438537,12.829049870432058,6,Leaf Folder,medium
rice,32.958878203635265,98.1954752201639,115.81274033373896,13.075279959655346,12,Leaf Folder,medium
rice,32.58683647623323,87.11195191310657,143.30257177593415,27.256451325445052,5,Leaf Folder,medium
rice,32.2171106012357,90.33668512440663,89.13593639185198,12.8515198748183,8,Leaf Folder,medium
rice,31.40640559947323,88.56707835185965,127.31710681701357,25.649455317702046,1,Leaf Folder,medium
rice,26.615224829471803,81.23978902461275,138.50363619155894,13.80937366524136,5,Leaf Folder,medium
rice,36.10459091388281,90.40746217037777,103.53091943131196,5.095428353108678,7,Leaf Folder,medium
rice,28.407014000774804,78.17633907287663,112.51622356295277,27.590196108669875,1,Leaf Folder,medium
rice,31.629319697668603,87.13267718925117,147.67481547810888,21.76830779764585,7,Leaf Folder,medium
rice,23.569028898051794,75.25051515916792,105.52144348720608,25.058858228981606,11,Leaf Folder,medium
rice,27.198008300287718,76.83643449513515,100.55511146742958,26.45854191997802,3,Leaf Folder,medium
rice,35.80950167388355,94.44347135430527,153.74197452693906,20.705952761582033,9,Leaf Folder,medium
rice,31.92891642561134,93.47362024277908,114.62003661196088,7.4133617548860204,9,Leaf Folder,medium
rice,21.353640258730913,86.07834735542853,106.05719952014778,6.203570899458836,4,Leaf Folder,medium
rice,32.04449212878039,88.95092306673094,142.86618623829952,20.654404289828456,1,Leaf Folder,medium
rice,24.60088120002006,89.29564169956419,114.00478736954425,10.505632534432877,12,Leaf Folder,medium
rice,27.72151125207789,77.67261227836379,141.25972862698066,26.97447250705668,1,Leaf Folder,medium
rice,24.215594282665148,93.93667702002729,110.56745601959237,9.12061688366905,6,Leaf Folder,medium
rice,29.301263053808245,92.54604464995396,100.3309802415959,17.809094438644767,12,Leaf Folder,medium
rice,25.549846854525853,81.66529907363788,145.75079472523458,27.287000390587668,2,Leaf Folder,medium
rice,25.521005087804827,83.78928321910641,83.38756625950754,20.269501776894206,4,Leaf Folder,medium
rice,26.660055708757778,75.17388541780161,100.7572145524954,19.30121608423252,10,Leaf Folder,medium
rice,26.77982804506611,91.29761943287144,122.22299840114445,7.845959836915036,3,Leaf Folder,medium
rice,32.92696609176858,88.71628633258845,86.93028075423717,9.130098483446254,8,Leaf Folder,medium
rice,29.043850588557014,84.02180145834537,125.09699010249894,12.734317946569552,10,Leaf Folder,medium
rice,33.58448301148301,80.59252344263109,92.22783216562115,7.862190951647628,1,Leaf Folder,medium
